Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      20 |       12000 |       00:04:15 |      100.00% |       98.81% |       0.0002 |       0.0563 |          0.0010 |
|      21 |       12600 |       00:04:27 |       98.00% |       98.47% |       0.0683 |       0.0684 |          0.0010 |
|      22 |       13200 |       00:04:40 |       99.00% |       98.89% |       0.0731 |       0.0489 |          0.0010 |
|      23 |       13800 |       00:04:52 |      100.00% |       99.09% |       0.0027 |       0.0447 |          0.0010 |
|      24 |       14400 |       00:05:05 |      100.00% |       98.57% |       0.0008 |       0.0725 |          0.0010 |
|      25 |       15000 |       00:05:17 |       99.00% |       98.77% |       0.0422 |       0.0629 |          0.0010 |
|      26 |       15600 |       00:05:29 |      100.00% |       99.06% |       0.0009 |       0.0521 |          0.0010 |
|      27 |       16200 |       00:05:42 |      100.00% |       98.98% |       0.0027 |       0.0573 |          0.0010 |
|      28 |       16800 |       00:05:54 |       99.00% |       98.78% |       0.0089 |       0.0639 |          0.0010 |
|      29 |       17400 |       00:06:06 |       99.00% |       98.78% |       0.0333 |       0.0693 |          0.0010 |
|      30 |       18000 |       00:06:18 |      100.00% |       98.81% |   1.5477e-05 |       0.0671 |          0.0010 |
|      31 |       18600 |       00:06:30 |      100.00% |       98.51% |       0.0009 |       0.0806 |          0.0010 |
|      32 |       19200 |       00:06:43 |      100.00% |       98.91% |       0.0002 |       0.0679 |          0.0010 |
|      33 |       19800 |       00:06:55 |      100.00% |       98.97% |   9.1814e-06 |       0.0730 |          0.0010 |
|      34 |       20400 |       00:07:08 |       99.00% |       98.63% |       0.0281 |       0.0809 |          0.0010 |
|      35 |       21000 |       00:07:20 |       98.00% |       98.93% |       0.0723 |       0.0769 |          0.0010 |
|      36 |       21600 |       00:07:33 |      100.00% |       98.76% |       0.0002 |       0.0749 |          0.0010 |
|      37 |       22200 |       00:07:45 |       99.00% |       99.05% |       0.0124 |       0.0653 |          0.0010 |
|      38 |       22800 |       00:07:58 |      100.00% |       99.05% |       0.0011 |       0.0642 |          0.0010 |
|      39 |       23400 |       00:08:10 |      100.00% |       98.67% |       0.0024 |       0.0931 |          0.0010 |
|      40 |       24000 |       00:08:22 |      100.00% |       98.92% |       0.0013 |       0.0791 |          0.0010 |
|      41 |       24600 |       00:08:34 |       99.00% |       98.98% |       0.0330 |       0.0616 |          0.0010 |
|      42 |       25200 |       00:08:46 |       97.00% |       98.24% |       0.2175 |       0.1419 |          0.0010 |
|      43 |       25800 |       00:08:59 |      100.00% |       99.01% |       0.0039 |       0.0609 |          0.0010 |
|      44 |       26400 |       00:09:11 |       99.00% |       99.06% |       0.0273 |       0.0642 |          0.0010 |
|      45 |       27000 |       00:09:23 |      100.00% |       98.88% |       0.0006 |       0.0651 |          0.0010 |
|      46 |       27600 |       00:09:35 |      100.00% |       98.85% |   7.6659e-05 |       0.0810 |          0.0010 |
|      47 |       28200 |       00:09:47 |      100.00% |       98.81% |   1.1746e-05 |       0.0966 |          0.0010 |
|      48 |       28800 |       00:10:00 |      100.00% |       98.61% |   7.1405e-05 |       0.0915 |          0.0010 |
|      49 |       29400 |       00:10:12 |      100.00% |       99.14% |       0.0012 |       0.0648 |          0.0010 |
|      50 |       30000 |       00:10:24 |      100.00% |       99.09% |       0.0010 |       0.0699 |          0.0010 |
|      51 |       30600 |       00:10:36 |      100.00% |       99.03% |       0.0023 |       0.0661 |          0.0010 |
|      52 |       31200 |       00:10:48 |      100.00% |       98.53% |       0.0003 |       0.1026 |          0.0010 |
|      53 |       31800 |       00:11:00 |      100.00% |       99.06% |       0.0003 |       0.0623 |          0.0010 |
|      54 |       32400 |       00:11:13 |       96.00% |       96.01% |       0.0801 |       0.1646 |          0.0010 |
|      55 |       33000 |       00:11:25 |      100.00% |       99.00% |       0.0137 |       0.0569 |          0.0010 |
|      56 |       33600 |       00:11:37 |      100.00% |       99.12% |   1.1223e-05 |       0.0608 |          0.0010 |
|      57 |       34200 |       00:11:50 |       99.00% |       98.99% |       0.0736 |       0.0615 |          0.0010 |
|      58 |       34800 |       00:12:03 |      100.00% |       99.13% |       0.0002 |       0.0521 |          0.0010 |
|      59 |       35400 |       00:12:15 |       98.00% |       98.89% |       0.1390 |       0.0596 |          0.0010 |
|      60 |       36000 |       00:12:28 |      100.00% |       99.09% |       0.0004 |       0.0540 |          0.0010 |
|      61 |       36600 |       00:12:40 |      100.00% |       99.07% |       0.0105 |       0.0602 |          0.0010 |
|      62 |       37200 |       00:12:52 |      100.00% |       99.06% |       0.0019 |       0.0613 |          0.0010 |
|      63 |       37800 |       00:13:04 |      100.00% |       99.02% |       0.0100 |       0.0650 |          0.0010 |
|      64 |       38400 |       00:13:16 |       98.00% |       99.02% |       0.0255 |       0.0564 |          0.0010 |
|      65 |       39000 |       00:13:29 |      100.00% |       99.12% |       0.0038 |       0.0529 |          0.0010 |
|      66 |       39600 |       00:13:41 |       95.00% |       98.78% |       0.3387 |       0.0782 |          0.0010 |
|      67 |       40200 |       00:13:53 |      100.00% |       98.90% |       0.0070 |       0.0598 |          0.0010 |
|      68 |       40800 |       00:14:05 |      100.00% |       99.05% |   7.6390e-05 |       0.0599 |          0.0010 |
|      69 |       41400 |       00:14:17 |      100.00% |       99.09% |   3.3545e-05 |       0.0560 |          0.0010 |
|      70 |       42000 |       00:14:29 |      100.00% |       98.95% |       0.0009 |       0.0707 |          0.0010 |
|      71 |       42600 |       00:14:42 |      100.00% |       99.13% |       0.0011 |       0.0614 |          0.0010 |
|      72 |       43200 |       00:14:54 |       98.00% |       97.86% |       0.0702 |       0.1051 |          0.0010 |
|      73 |       43800 |       00:15:06 |      100.00% |       98.68% |       0.0004 |       0.0714 |          0.0010 |
|      74 |       44400 |       00:15:18 |      100.00% |       98.75% |       0.0038 |       0.0717 |          0.0010 |
|      75 |       45000 |       00:15:30 |      100.00% |       98.45% |       0.0010 |       0.0933 |          0.0010 |
|      76 |       45600 |       00:15:43 |       96.00% |       98.03% |       0.1003 |       0.1014 |          0.0010 |
|      77 |       46200 |       00:15:55 |       99.00% |       98.74% |       0.0791 |       0.0704 |          0.0010 |
|      78 |       46800 |       00:16:07 |       96.00% |       97.60% |       0.2748 |       0.1271 |          0.0010 |
|      79 |       47400 |       00:16:19 |       97.00% |       96.60% |       0.1368 |       0.2266 |          0.0010 |
|      80 |       48000 |       00:16:32 |       98.00% |       98.03% |       0.2927 |       0.0977 |          0.0010 |
|      81 |       48600 |       00:16:45 |       99.00% |       98.54% |       0.1046 |       0.0790 |          0.0010 |
|      82 |       49200 |       00:16:57 |       99.00% |       98.61% |       0.0200 |       0.0769 |          0.0010 |
|      83 |       49800 |       00:17:10 |       96.00% |       98.67% |       0.0941 |       0.0716 |          0.0010 |
|      84 |       50400 |       00:17:22 |      100.00% |       98.75% |       0.0007 |       0.0800 |          0.0010 |
|      85 |       51000 |       00:17:34 |       99.00% |       98.89% |       0.0253 |       0.0715 |          0.0010 |
|      86 |       51600 |       00:17:46 |      100.00% |       97.62% |       0.0130 |       0.1242 |          0.0010 |
|      87 |       52200 |       00:17:59 |       98.00% |       98.00% |       0.0685 |       0.0980 |          0.0010 |
|      88 |       52800 |       00:18:11 |       96.00% |       96.17% |       0.3064 |       0.1538 |          0.0010 |
|      89 |       53400 |       00:18:23 |       99.00% |       98.29% |       0.0825 |       0.0829 |          0.0010 |
|      90 |       54000 |       00:18:35 |       98.00% |       98.90% |       0.1433 |       0.0684 |          0.0010 |
|      91 |       54600 |       00:18:47 |       96.00% |       98.29% |       0.0970 |       0.0766 |          0.0010 |
|      92 |       55200 |       00:19:00 |       99.00% |       98.43% |       0.1818 |       0.0768 |          0.0010 |
|      93 |       55800 |       00:19:12 |       99.00% |       99.00% |       0.0308 |       0.0620 |          0.0010 |
|      94 |       56400 |       00:19:24 |       99.00% |       97.70% |       0.1127 |       0.1709 |          0.0010 |
|      95 |       57000 |       00:19:36 |      100.00% |       98.93% |       0.0022 |       0.0833 |          0.0010 |
|      96 |       57600 |       00:19:48 |       97.00% |       98.11% |       0.2343 |       0.0989 |          0.0010 |
|      97 |       58200 |       00:20:00 |       99.00% |       98.39% |       0.0342 |       0.0866 |          0.0010 |
|      98 |       58800 |       00:20:13 |       99.00% |       98.73% |       0.0277 |       0.0861 |          0.0010 |
|      99 |       59400 |       00:20:25 |      100.00% |       98.58% |   3.1825e-05 |       0.0952 |          0.0010 |
|     100 |       60000 |       00:20:37 |      100.00% |       98.74% |   7.6747e-06 |       0.0777 |          0.0010 |
|======================================================================================================================|

ans = 

    "--->Total time: 1246.43"

    0.9874
