Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      20 |        4000 |       00:01:28 |       99.67% |       98.73% |       0.0270 |       0.0643 |          0.0010 |
|      21 |        4200 |       00:01:32 |       98.67% |       98.46% |       0.0367 |       0.0665 |          0.0010 |
|      22 |        4400 |       00:01:37 |       99.67% |       98.80% |       0.0062 |       0.0539 |          0.0010 |
|      23 |        4600 |       00:01:41 |      100.00% |       99.00% |       0.0007 |       0.0494 |          0.0010 |
|      24 |        4800 |       00:01:46 |       99.33% |       98.79% |       0.0369 |       0.0648 |          0.0010 |
|      25 |        5000 |       00:01:50 |       99.67% |       98.50% |       0.0158 |       0.0676 |          0.0010 |
|      26 |        5200 |       00:01:55 |       99.67% |       98.88% |       0.0084 |       0.0588 |          0.0010 |
|      27 |        5400 |       00:01:59 |      100.00% |       98.68% |       0.0001 |       0.0779 |          0.0010 |
|      28 |        5600 |       00:02:04 |      100.00% |       98.69% |       0.0034 |       0.0722 |          0.0010 |
|      29 |        5800 |       00:02:08 |      100.00% |       99.06% |       0.0018 |       0.0538 |          0.0010 |
|      30 |        6000 |       00:02:13 |       99.67% |       98.95% |       0.0081 |       0.0519 |          0.0010 |
|      31 |        6200 |       00:02:17 |       99.67% |       99.04% |       0.0061 |       0.0459 |          0.0010 |
|      32 |        6400 |       00:02:22 |       99.67% |       98.87% |       0.0044 |       0.0596 |          0.0010 |
|      33 |        6600 |       00:02:26 |      100.00% |       99.01% |       0.0009 |       0.0530 |          0.0010 |
|      34 |        6800 |       00:02:31 |       99.33% |       98.98% |       0.0339 |       0.0557 |          0.0010 |
|      35 |        7000 |       00:02:35 |       99.00% |       98.60% |       0.0826 |       0.0742 |          0.0010 |
|      36 |        7200 |       00:02:39 |       99.00% |       98.31% |       0.0357 |       0.0941 |          0.0010 |
|      37 |        7400 |       00:02:44 |      100.00% |       99.03% |       0.0003 |       0.0517 |          0.0010 |
|      38 |        7600 |       00:02:48 |       99.33% |       98.83% |       0.0161 |       0.0695 |          0.0010 |
|      39 |        7800 |       00:02:53 |       99.67% |       99.08% |       0.0204 |       0.0570 |          0.0010 |
|      40 |        8000 |       00:02:57 |       99.33% |       98.64% |       0.0212 |       0.0832 |          0.0010 |
|      41 |        8200 |       00:03:02 |      100.00% |       98.78% |       0.0023 |       0.0694 |          0.0010 |
|      42 |        8400 |       00:03:06 |       99.67% |       98.99% |       0.0128 |       0.0555 |          0.0010 |
|      43 |        8600 |       00:03:11 |       99.33% |       98.84% |       0.0280 |       0.0653 |          0.0010 |
|      44 |        8800 |       00:03:15 |       99.67% |       98.82% |       0.0083 |       0.0721 |          0.0010 |
|      45 |        9000 |       00:03:20 |       99.33% |       98.81% |       0.0353 |       0.0811 |          0.0010 |
|      46 |        9200 |       00:03:24 |       99.33% |       98.90% |       0.0197 |       0.0582 |          0.0010 |
|      47 |        9400 |       00:03:29 |       99.67% |       99.09% |       0.0467 |       0.0508 |          0.0010 |
|      48 |        9600 |       00:03:33 |      100.00% |       98.77% |       0.0023 |       0.0744 |          0.0010 |
|      49 |        9800 |       00:03:38 |       99.67% |       98.89% |       0.0026 |       0.0665 |          0.0010 |
|      50 |       10000 |       00:03:42 |      100.00% |       99.22% |       0.0005 |       0.0491 |          0.0010 |
|      51 |       10200 |       00:03:47 |       99.67% |       98.75% |       0.0164 |       0.0785 |          0.0010 |
|      52 |       10400 |       00:03:51 |       99.33% |       98.91% |       0.0235 |       0.0684 |          0.0010 |
|      53 |       10600 |       00:03:56 |      100.00% |       99.11% |       0.0009 |       0.0551 |          0.0010 |
|      54 |       10800 |       00:04:00 |       99.67% |       99.04% |       0.0053 |       0.0631 |          0.0010 |
|      55 |       11000 |       00:04:05 |       99.67% |       98.83% |       0.0054 |       0.0613 |          0.0010 |
|      56 |       11200 |       00:04:09 |      100.00% |       99.10% |       0.0002 |       0.0536 |          0.0010 |
|      57 |       11400 |       00:04:14 |       99.67% |       99.01% |       0.0103 |       0.0672 |          0.0010 |
|      58 |       11600 |       00:04:18 |      100.00% |       99.15% |       0.0024 |       0.0553 |          0.0010 |
|      59 |       11800 |       00:04:23 |      100.00% |       98.91% |       0.0019 |       0.0644 |          0.0010 |
|      60 |       12000 |       00:04:27 |      100.00% |       99.04% |   6.5729e-05 |       0.0623 |          0.0010 |
|      61 |       12200 |       00:04:32 |       99.67% |       99.10% |       0.0391 |       0.0600 |          0.0010 |
|      62 |       12400 |       00:04:36 |       99.67% |       99.06% |       0.0131 |       0.0590 |          0.0010 |
|      63 |       12600 |       00:04:41 |      100.00% |       99.06% |   7.4174e-05 |       0.0626 |          0.0010 |
|      64 |       12800 |       00:04:45 |      100.00% |       99.06% |       0.0012 |       0.0652 |          0.0010 |
|      65 |       13000 |       00:04:50 |       99.00% |       99.04% |       0.0514 |       0.0669 |          0.0010 |
|      66 |       13200 |       00:04:54 |       99.67% |       99.01% |       0.0070 |       0.0714 |          0.0010 |
|      67 |       13400 |       00:04:59 |      100.00% |       98.77% |       0.0003 |       0.0942 |          0.0010 |
|      68 |       13600 |       00:05:03 |      100.00% |       98.99% |       0.0025 |       0.0659 |          0.0010 |
|      69 |       13800 |       00:05:08 |       99.67% |       99.00% |       0.0148 |       0.0672 |          0.0010 |
|      70 |       14000 |       00:05:12 |       99.67% |       98.97% |       0.0037 |       0.0869 |          0.0010 |
|      71 |       14200 |       00:05:17 |      100.00% |       98.93% |       0.0009 |       0.0801 |          0.0010 |
|      72 |       14400 |       00:05:21 |      100.00% |       99.08% |       0.0015 |       0.0577 |          0.0010 |
|      73 |       14600 |       00:05:26 |       99.00% |       98.94% |       0.0788 |       0.0710 |          0.0010 |
|      74 |       14800 |       00:05:30 |      100.00% |       98.91% |   6.2902e-05 |       0.0706 |          0.0010 |
|      75 |       15000 |       00:05:35 |       99.67% |       98.75% |       0.0031 |       0.0843 |          0.0010 |
|      76 |       15200 |       00:05:39 |      100.00% |       99.12% |       0.0002 |       0.0542 |          0.0010 |
|      77 |       15400 |       00:05:44 |      100.00% |       99.06% |   6.9815e-05 |       0.0645 |          0.0010 |
|      78 |       15600 |       00:05:48 |      100.00% |       99.09% |       0.0003 |       0.0655 |          0.0010 |
|      79 |       15800 |       00:05:53 |      100.00% |       98.81% |       0.0002 |       0.0832 |          0.0010 |
|      80 |       16000 |       00:05:57 |       99.33% |       98.61% |       0.0093 |       0.1011 |          0.0010 |
|      81 |       16200 |       00:06:02 |      100.00% |       98.84% |   1.2805e-05 |       0.0855 |          0.0010 |
|      82 |       16400 |       00:06:06 |      100.00% |       99.02% |       0.0004 |       0.0754 |          0.0010 |
|      83 |       16600 |       00:06:11 |      100.00% |       98.92% |       0.0002 |       0.0781 |          0.0010 |
|      84 |       16800 |       00:06:15 |      100.00% |       99.20% |       0.0009 |       0.0598 |          0.0010 |
|      85 |       17000 |       00:06:20 |       99.67% |       99.09% |       0.0059 |       0.0707 |          0.0010 |
|      86 |       17200 |       00:06:24 |      100.00% |       98.83% |   6.2246e-06 |       0.0871 |          0.0010 |
|      87 |       17400 |       00:06:29 |       99.67% |       98.78% |       0.0081 |       0.0893 |          0.0010 |
|      88 |       17600 |       00:06:33 |      100.00% |       98.83% |   4.3490e-05 |       0.0792 |          0.0010 |
|      89 |       17800 |       00:06:38 |      100.00% |       99.09% |   3.8065e-05 |       0.0648 |          0.0010 |
|      90 |       18000 |       00:06:42 |      100.00% |       99.17% |       0.0033 |       0.0551 |          0.0010 |
|      91 |       18200 |       00:06:47 |       99.67% |       99.18% |       0.0034 |       0.0665 |          0.0010 |
|      92 |       18400 |       00:06:51 |      100.00% |       99.06% |       0.0008 |       0.0646 |          0.0010 |
|      93 |       18600 |       00:06:56 |      100.00% |       99.05% |   3.0700e-05 |       0.0627 |          0.0010 |
|      94 |       18800 |       00:07:00 |      100.00% |       99.17% |       0.0006 |       0.0563 |          0.0010 |
|      95 |       19000 |       00:07:05 |      100.00% |       99.17% |   9.1461e-06 |       0.0554 |          0.0010 |
|      96 |       19200 |       00:07:09 |       99.67% |       99.01% |       0.0035 |       0.0713 |          0.0010 |
|      97 |       19400 |       00:07:14 |       99.00% |       98.84% |       0.0550 |       0.0737 |          0.0010 |
|      98 |       19600 |       00:07:18 |      100.00% |       99.05% |       0.0002 |       0.0640 |          0.0010 |
|      99 |       19800 |       00:07:23 |      100.00% |       99.09% |       0.0012 |       0.0563 |          0.0010 |
|     100 |       20000 |       00:07:27 |       99.67% |       99.12% |       0.0084 |       0.0623 |          0.0010 |
|======================================================================================================================|

ans = 

    "--->Total time: 449.82"

    0.9912
