Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      21 |        2100 |       00:01:07 |       99.50% |       98.84% |       0.0283 |       0.0470 |          0.0010 |
|      22 |        2200 |       00:01:10 |      100.00% |       98.46% |       0.0056 |       0.0621 |          0.0010 |
|      23 |        2300 |       00:01:12 |       99.33% |       98.72% |       0.0146 |       0.0544 |          0.0010 |
|      24 |        2400 |       00:01:15 |      100.00% |       98.81% |       0.0015 |       0.0522 |          0.0010 |
|      25 |        2500 |       00:01:18 |       99.83% |       99.02% |       0.0077 |       0.0463 |          0.0010 |
|      26 |        2600 |       00:01:21 |      100.00% |       98.79% |       0.0019 |       0.0562 |          0.0010 |
|      27 |        2700 |       00:01:24 |       99.33% |       98.91% |       0.0077 |       0.0509 |          0.0010 |
|      28 |        2800 |       00:01:27 |       99.33% |       98.89% |       0.0135 |       0.0510 |          0.0010 |
|      29 |        2900 |       00:01:29 |       99.83% |       98.80% |       0.0082 |       0.0525 |          0.0010 |
|      30 |        3000 |       00:01:32 |       99.67% |       98.68% |       0.0069 |       0.0640 |          0.0010 |
|      31 |        3100 |       00:01:35 |       99.67% |       98.65% |       0.0141 |       0.0695 |          0.0010 |
|      32 |        3200 |       00:01:38 |      100.00% |       99.02% |   7.5324e-05 |       0.0507 |          0.0010 |
|      33 |        3300 |       00:01:41 |      100.00% |       98.90% |       0.0006 |       0.0569 |          0.0010 |
|      34 |        3400 |       00:01:44 |       99.17% |       98.98% |       0.0199 |       0.0495 |          0.0010 |
|      35 |        3500 |       00:01:47 |       99.33% |       98.74% |       0.0136 |       0.0663 |          0.0010 |
|      36 |        3600 |       00:01:49 |       99.67% |       98.84% |       0.0150 |       0.0614 |          0.0010 |
|      37 |        3700 |       00:01:52 |       99.83% |       98.61% |       0.0030 |       0.0661 |          0.0010 |
|      38 |        3800 |       00:01:55 |       98.83% |       98.73% |       0.0302 |       0.0634 |          0.0010 |
|      39 |        3900 |       00:01:58 |       99.67% |       98.83% |       0.0133 |       0.0623 |          0.0010 |
|      40 |        4000 |       00:02:01 |       99.50% |       98.93% |       0.0116 |       0.0569 |          0.0010 |
|      41 |        4100 |       00:02:04 |      100.00% |       98.80% |       0.0009 |       0.0714 |          0.0010 |
|      42 |        4200 |       00:02:06 |      100.00% |       98.89% |       0.0016 |       0.0612 |          0.0010 |
|      43 |        4300 |       00:02:09 |       99.83% |       98.87% |       0.0022 |       0.0649 |          0.0010 |
|      44 |        4400 |       00:02:12 |       99.33% |       98.68% |       0.0151 |       0.0710 |          0.0010 |
|      45 |        4500 |       00:02:15 |       99.50% |       98.52% |       0.0214 |       0.0766 |          0.0010 |
|      46 |        4600 |       00:02:18 |       99.83% |       98.97% |       0.0073 |       0.0563 |          0.0010 |
|      47 |        4700 |       00:02:21 |       99.83% |       98.86% |       0.0073 |       0.0665 |          0.0010 |
|      48 |        4800 |       00:02:23 |       99.83% |       99.04% |       0.0040 |       0.0608 |          0.0010 |
|      49 |        4900 |       00:02:26 |      100.00% |       98.94% |       0.0001 |       0.0580 |          0.0010 |
|      50 |        5000 |       00:02:29 |       99.83% |       99.02% |       0.0021 |       0.0626 |          0.0010 |
|      51 |        5100 |       00:02:32 |       99.83% |       98.89% |       0.0024 |       0.0667 |          0.0010 |
|      52 |        5200 |       00:02:34 |       99.83% |       98.98% |       0.0046 |       0.0625 |          0.0010 |
|      53 |        5300 |       00:02:37 |       99.83% |       98.66% |       0.0054 |       0.0841 |          0.0010 |
|      54 |        5400 |       00:02:40 |       99.83% |       98.75% |       0.0064 |       0.0751 |          0.0010 |
|      55 |        5500 |       00:02:43 |       99.67% |       98.92% |       0.0066 |       0.0609 |          0.0010 |
|      56 |        5600 |       00:02:45 |       99.83% |       98.89% |       0.0032 |       0.0703 |          0.0010 |
|      57 |        5700 |       00:02:48 |       99.83% |       98.91% |       0.0091 |       0.0646 |          0.0010 |
|      58 |        5800 |       00:02:51 |       99.83% |       98.91% |       0.0026 |       0.0625 |          0.0010 |
|      59 |        5900 |       00:02:54 |      100.00% |       98.78% |       0.0014 |       0.0801 |          0.0010 |
|      60 |        6000 |       00:02:57 |       99.83% |       98.97% |       0.0014 |       0.0678 |          0.0010 |
|      61 |        6100 |       00:02:59 |      100.00% |       98.80% |   5.8615e-05 |       0.0765 |          0.0010 |
|      62 |        6200 |       00:03:02 |       98.83% |       98.76% |       0.0557 |       0.0802 |          0.0010 |
|      63 |        6300 |       00:03:05 |       99.00% |       98.89% |       0.0222 |       0.0701 |          0.0010 |
|      64 |        6400 |       00:03:08 |       99.67% |       98.67% |       0.0166 |       0.0825 |          0.0010 |
|      65 |        6500 |       00:03:11 |       99.83% |       98.74% |       0.0027 |       0.0832 |          0.0010 |
|      66 |        6600 |       00:03:14 |       99.50% |       98.80% |       0.0266 |       0.0758 |          0.0010 |
|      67 |        6700 |       00:03:16 |       99.83% |       99.07% |       0.0027 |       0.0729 |          0.0010 |
|      68 |        6800 |       00:03:19 |       99.83% |       98.93% |       0.0074 |       0.0663 |          0.0010 |
|      69 |        6900 |       00:03:22 |       99.83% |       98.72% |       0.0035 |       0.0814 |          0.0010 |
|      70 |        7000 |       00:03:25 |       99.83% |       98.74% |       0.0143 |       0.0897 |          0.0010 |
|      71 |        7100 |       00:03:28 |       99.83% |       98.92% |       0.0064 |       0.0836 |          0.0010 |
|      72 |        7200 |       00:03:31 |      100.00% |       98.87% |       0.0015 |       0.0723 |          0.0010 |
|      73 |        7300 |       00:03:34 |      100.00% |       98.90% |       0.0012 |       0.0748 |          0.0010 |
|      74 |        7400 |       00:03:36 |      100.00% |       98.81% |       0.0008 |       0.0820 |          0.0010 |
|      75 |        7500 |       00:03:39 |      100.00% |       99.08% |       0.0008 |       0.0683 |          0.0010 |
|      76 |        7600 |       00:03:42 |       99.50% |       98.90% |       0.0149 |       0.0742 |          0.0010 |
|      77 |        7700 |       00:03:45 |       99.83% |       98.43% |       0.0038 |       0.1073 |          0.0010 |
|      78 |        7800 |       00:03:48 |      100.00% |       98.71% |       0.0006 |       0.0967 |          0.0010 |
|      79 |        7900 |       00:03:51 |       99.83% |       98.93% |       0.0133 |       0.0768 |          0.0010 |
|      80 |        8000 |       00:03:54 |       99.83% |       99.10% |       0.0030 |       0.0612 |          0.0010 |
|      81 |        8100 |       00:03:56 |       99.83% |       99.10% |       0.0035 |       0.0726 |          0.0010 |
|      82 |        8200 |       00:03:59 |      100.00% |       99.02% |   1.1677e-05 |       0.0748 |          0.0010 |
|      83 |        8300 |       00:04:02 |       99.50% |       98.74% |       0.0321 |       0.0899 |          0.0010 |
|      84 |        8400 |       00:04:05 |       99.50% |       98.89% |       0.0206 |       0.0913 |          0.0010 |
|      85 |        8500 |       00:04:08 |       99.83% |       98.81% |       0.0029 |       0.0998 |          0.0010 |
|      86 |        8600 |       00:04:11 |       99.33% |       98.79% |       0.0252 |       0.0875 |          0.0010 |
|      87 |        8700 |       00:04:14 |       99.83% |       98.69% |       0.0113 |       0.1077 |          0.0010 |
|      88 |        8800 |       00:04:16 |       99.67% |       98.88% |       0.0276 |       0.0885 |          0.0010 |
|      89 |        8900 |       00:04:19 |       99.83% |       98.77% |       0.0044 |       0.0833 |          0.0010 |
|      90 |        9000 |       00:04:22 |       99.83% |       98.99% |       0.0082 |       0.0708 |          0.0010 |
|      91 |        9100 |       00:04:25 |      100.00% |       99.02% |   1.2965e-05 |       0.0699 |          0.0010 |
|      92 |        9200 |       00:04:28 |      100.00% |       98.97% |   7.0241e-05 |       0.0780 |          0.0010 |
|      93 |        9300 |       00:04:31 |      100.00% |       99.02% |       0.0002 |       0.0745 |          0.0010 |
|      94 |        9400 |       00:04:34 |       99.67% |       98.83% |       0.0251 |       0.0846 |          0.0010 |
|      95 |        9500 |       00:04:36 |      100.00% |       98.94% |       0.0005 |       0.0824 |          0.0010 |
|      96 |        9600 |       00:04:39 |       99.50% |       98.79% |       0.0378 |       0.0858 |          0.0010 |
|      97 |        9700 |       00:04:42 |      100.00% |       99.06% |       0.0003 |       0.0794 |          0.0010 |
|      98 |        9800 |       00:04:45 |      100.00% |       98.94% |       0.0002 |       0.0840 |          0.0010 |
|      99 |        9900 |       00:04:48 |      100.00% |       98.92% |   7.0254e-05 |       0.0735 |          0.0010 |
|     100 |       10000 |       00:04:51 |      100.00% |       98.88% |       0.0011 |       0.0761 |          0.0010 |
|======================================================================================================================|

ans = 

    "--->Total time: 309.35"

    0.9888
