Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      20 |        6000 |       00:02:09 |       99.00% |       98.78% |       0.0136 |       0.0593 |          0.0010 |
|      21 |        6300 |       00:02:16 |       98.50% |       98.99% |       0.0232 |       0.0423 |          0.0010 |
|      22 |        6600 |       00:02:22 |       97.50% |       98.99% |       0.0651 |       0.0663 |          0.0010 |
|      23 |        6900 |       00:02:28 |      100.00% |       98.89% |       0.0012 |       0.0484 |          0.0010 |
|      24 |        7200 |       00:02:35 |       99.50% |       98.99% |       0.0097 |       0.0550 |          0.0010 |
|      25 |        7500 |       00:02:41 |       99.50% |       98.83% |       0.0156 |       0.0518 |          0.0010 |
|      26 |        7800 |       00:02:47 |      100.00% |       98.64% |       0.0002 |       0.0635 |          0.0010 |
|      27 |        8100 |       00:02:54 |       99.50% |       98.73% |       0.0331 |       0.0719 |          0.0010 |
|      28 |        8400 |       00:03:00 |      100.00% |       98.70% |       0.0007 |       0.0669 |          0.0010 |
|      29 |        8700 |       00:03:06 |       99.50% |       98.75% |       0.0070 |       0.0725 |          0.0010 |
|      30 |        9000 |       00:03:12 |       99.50% |       99.05% |       0.0247 |       0.0519 |          0.0010 |
|      31 |        9300 |       00:03:19 |      100.00% |       98.92% |       0.0025 |       0.0643 |          0.0010 |
|      32 |        9600 |       00:03:25 |      100.00% |       99.14% |       0.0013 |       0.0591 |          0.0010 |
|      33 |        9900 |       00:03:31 |      100.00% |       99.03% |       0.0011 |       0.0539 |          0.0010 |
|      34 |       10200 |       00:03:38 |      100.00% |       99.10% |       0.0007 |       0.0496 |          0.0010 |
|      35 |       10500 |       00:03:44 |       99.50% |       99.14% |       0.0098 |       0.0444 |          0.0010 |
|      36 |       10800 |       00:03:50 |       98.50% |       98.26% |       0.0315 |       0.1003 |          0.0010 |
|      37 |       11100 |       00:03:57 |       99.50% |       98.99% |       0.0050 |       0.0606 |          0.0010 |
|      38 |       11400 |       00:04:03 |      100.00% |       99.03% |       0.0031 |       0.0541 |          0.0010 |
|      39 |       11700 |       00:04:09 |       99.50% |       99.03% |       0.0106 |       0.0589 |          0.0010 |
|      40 |       12000 |       00:04:16 |       99.50% |       98.88% |       0.0509 |       0.0618 |          0.0010 |
|      41 |       12300 |       00:04:22 |      100.00% |       98.94% |       0.0051 |       0.0706 |          0.0010 |
|      42 |       12600 |       00:04:28 |      100.00% |       99.06% |       0.0003 |       0.0640 |          0.0010 |
|      43 |       12900 |       00:04:35 |       99.50% |       99.12% |       0.0130 |       0.0558 |          0.0010 |
|      44 |       13200 |       00:04:41 |      100.00% |       98.92% |       0.0010 |       0.0704 |          0.0010 |
|      45 |       13500 |       00:04:47 |       99.50% |       98.78% |       0.0228 |       0.0647 |          0.0010 |
|      46 |       13800 |       00:04:53 |      100.00% |       98.83% |       0.0004 |       0.0785 |          0.0010 |
|      47 |       14100 |       00:05:00 |       99.00% |       98.80% |       0.0543 |       0.0814 |          0.0010 |
|      48 |       14400 |       00:05:06 |       99.50% |       99.00% |       0.0042 |       0.0624 |          0.0010 |
|      49 |       14700 |       00:05:12 |      100.00% |       99.03% |       0.0009 |       0.0651 |          0.0010 |
|      50 |       15000 |       00:05:19 |      100.00% |       99.15% |       0.0039 |       0.0568 |          0.0010 |
|      51 |       15300 |       00:05:25 |      100.00% |       98.95% |       0.0010 |       0.0678 |          0.0010 |
|      52 |       15600 |       00:05:31 |      100.00% |       99.09% |   1.0027e-05 |       0.0603 |          0.0010 |
|      53 |       15900 |       00:05:38 |       99.50% |       99.12% |       0.0057 |       0.0664 |          0.0010 |
|      54 |       16200 |       00:05:44 |      100.00% |       99.00% |   3.2188e-05 |       0.0792 |          0.0010 |
|      55 |       16500 |       00:05:50 |      100.00% |       98.80% |   3.1420e-05 |       0.0817 |          0.0010 |
|      56 |       16800 |       00:05:57 |       99.50% |       98.76% |       0.0410 |       0.0874 |          0.0010 |
|      57 |       17100 |       00:06:03 |       99.50% |       99.12% |       0.0208 |       0.0675 |          0.0010 |
|      58 |       17400 |       00:06:10 |      100.00% |       98.82% |   2.5656e-05 |       0.0745 |          0.0010 |
|      59 |       17700 |       00:06:16 |       99.50% |       98.81% |       0.0206 |       0.0777 |          0.0010 |
|      60 |       18000 |       00:06:23 |      100.00% |       99.22% |       0.0012 |       0.0590 |          0.0010 |
|      61 |       18300 |       00:06:29 |       99.50% |       98.87% |       0.0224 |       0.0731 |          0.0010 |
|      62 |       18600 |       00:06:36 |       99.50% |       98.87% |       0.0045 |       0.0726 |          0.0010 |
|      63 |       18900 |       00:06:42 |      100.00% |       99.06% |   8.2134e-06 |       0.0702 |          0.0010 |
|      64 |       19200 |       00:06:49 |       99.50% |       99.08% |       0.0114 |       0.0649 |          0.0010 |
|      65 |       19500 |       00:06:55 |      100.00% |       99.21% |       0.0003 |       0.0579 |          0.0010 |
|      66 |       19800 |       00:07:02 |      100.00% |       99.20% |   2.3016e-05 |       0.0555 |          0.0010 |
|      67 |       20100 |       00:07:08 |       99.50% |       98.83% |       0.0403 |       0.0809 |          0.0010 |
|      68 |       20400 |       00:07:14 |      100.00% |       99.03% |   4.9953e-05 |       0.0716 |          0.0010 |
|      69 |       20700 |       00:07:21 |      100.00% |       99.00% |   1.5831e-05 |       0.0679 |          0.0010 |
|      70 |       21000 |       00:07:27 |      100.00% |       99.16% |       0.0002 |       0.0676 |          0.0010 |
|      71 |       21300 |       00:07:33 |      100.00% |       98.90% |       0.0003 |       0.0878 |          0.0010 |
|      72 |       21600 |       00:07:40 |       99.50% |       98.85% |       0.0224 |       0.0744 |          0.0010 |
|      73 |       21900 |       00:07:46 |      100.00% |       99.01% |       0.0002 |       0.0691 |          0.0010 |
|      74 |       22200 |       00:07:52 |      100.00% |       99.15% |   7.6522e-05 |       0.0623 |          0.0010 |
|      75 |       22500 |       00:07:59 |      100.00% |       99.12% |   5.4361e-07 |       0.0704 |          0.0010 |
|      76 |       22800 |       00:08:05 |       99.50% |       98.91% |       0.0329 |       0.0909 |          0.0010 |
|      77 |       23100 |       00:08:11 |      100.00% |       98.77% |       0.0009 |       0.0890 |          0.0010 |
|      78 |       23400 |       00:08:18 |      100.00% |       99.06% |       0.0002 |       0.0807 |          0.0010 |
|      79 |       23700 |       00:08:24 |      100.00% |       99.04% |   6.7324e-05 |       0.0641 |          0.0010 |
|      80 |       24000 |       00:08:30 |      100.00% |       99.24% |   1.5517e-06 |       0.0617 |          0.0010 |
|      81 |       24300 |       00:08:37 |      100.00% |       98.99% |   7.1162e-05 |       0.0821 |          0.0010 |
|      82 |       24600 |       00:08:43 |       99.00% |       98.77% |       0.0271 |       0.0944 |          0.0010 |
|      83 |       24900 |       00:08:49 |       99.50% |       98.96% |       0.0254 |       0.0754 |          0.0010 |
|      84 |       25200 |       00:08:55 |       99.50% |       98.96% |       0.0656 |       0.0702 |          0.0010 |
|      85 |       25500 |       00:09:02 |      100.00% |       99.24% |   6.3674e-05 |       0.0627 |          0.0010 |
|      86 |       25800 |       00:09:08 |      100.00% |       99.33% |   8.1121e-06 |       0.0542 |          0.0010 |
|      87 |       26100 |       00:09:15 |      100.00% |       99.12% |       0.0005 |       0.0641 |          0.0010 |
|      88 |       26400 |       00:09:21 |      100.00% |       99.27% |       0.0006 |       0.0609 |          0.0010 |
|      89 |       26700 |       00:09:27 |       98.50% |       98.64% |       0.0252 |       0.0994 |          0.0010 |
|      90 |       27000 |       00:09:34 |       99.50% |       99.13% |       0.0154 |       0.0609 |          0.0010 |
|      91 |       27300 |       00:09:40 |      100.00% |       99.18% |       0.0008 |       0.0692 |          0.0010 |
|      92 |       27600 |       00:09:46 |      100.00% |       99.14% |       0.0005 |       0.0763 |          0.0010 |
|      93 |       27900 |       00:09:53 |      100.00% |       98.63% |       0.0004 |       0.0978 |          0.0010 |
|      94 |       28200 |       00:09:59 |       99.00% |       99.10% |       0.0158 |       0.0583 |          0.0010 |
|      95 |       28500 |       00:10:05 |      100.00% |       98.99% |       0.0049 |       0.0736 |          0.0010 |
|      96 |       28800 |       00:10:12 |      100.00% |       98.97% |       0.0083 |       0.0715 |          0.0010 |
|      97 |       29100 |       00:10:18 |      100.00% |       99.14% |       0.0056 |       0.0634 |          0.0010 |
|      98 |       29400 |       00:10:24 |       99.50% |       98.96% |       0.0054 |       0.0913 |          0.0010 |
|      99 |       29700 |       00:10:31 |      100.00% |       99.12% |   2.1884e-05 |       0.0637 |          0.0010 |
|     100 |       30000 |       00:10:37 |      100.00% |       99.11% |   3.5570e-05 |       0.0670 |          0.0010 |
|======================================================================================================================|

ans = 

    "--->Total time: 639.69"

    0.9911
