Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      21 |        1260 |       00:00:44 |       99.30% |       98.66% |       0.0259 |       0.0498 |          0.0010 |
|      22 |        1320 |       00:00:47 |       99.90% |       98.71% |       0.0076 |       0.0522 |          0.0010 |
|      23 |        1380 |       00:00:49 |       99.70% |       98.71% |       0.0072 |       0.0519 |          0.0010 |
|      24 |        1440 |       00:00:51 |       99.80% |       98.68% |       0.0036 |       0.0509 |          0.0010 |
|      25 |        1500 |       00:00:53 |       99.70% |       98.69% |       0.0052 |       0.0499 |          0.0010 |
|      26 |        1560 |       00:00:55 |       99.90% |       98.67% |       0.0039 |       0.0537 |          0.0010 |
|      27 |        1620 |       00:00:57 |       99.60% |       98.80% |       0.0079 |       0.0536 |          0.0010 |
|      28 |        1680 |       00:00:59 |       99.90% |       98.68% |       0.0039 |       0.0582 |          0.0010 |
|      29 |        1740 |       00:01:02 |      100.00% |       98.67% |       0.0014 |       0.0588 |          0.0010 |
|      30 |        1800 |       00:01:04 |       99.80% |       98.70% |       0.0049 |       0.0594 |          0.0010 |
|      31 |        1860 |       00:01:06 |       99.90% |       98.61% |       0.0026 |       0.0577 |          0.0010 |
|      32 |        1920 |       00:01:08 |       99.60% |       98.61% |       0.0116 |       0.0618 |          0.0010 |
|      33 |        1980 |       00:01:10 |       99.80% |       98.67% |       0.0055 |       0.0574 |          0.0010 |
|      34 |        2040 |       00:01:12 |       99.40% |       98.53% |       0.0173 |       0.0710 |          0.0010 |
|      35 |        2100 |       00:01:14 |       99.90% |       98.53% |       0.0038 |       0.0624 |          0.0010 |
|      36 |        2160 |       00:01:17 |       99.80% |       98.54% |       0.0053 |       0.0644 |          0.0010 |
|      37 |        2220 |       00:01:19 |       99.90% |       98.60% |       0.0024 |       0.0624 |          0.0010 |
|      38 |        2280 |       00:01:21 |       99.80% |       98.59% |       0.0049 |       0.0660 |          0.0010 |
|      39 |        2340 |       00:01:23 |      100.00% |       98.70% |       0.0008 |       0.0674 |          0.0010 |
|      40 |        2400 |       00:01:25 |       99.90% |       98.78% |       0.0015 |       0.0631 |          0.0010 |
|      41 |        2460 |       00:01:27 |      100.00% |       98.69% |       0.0007 |       0.0619 |          0.0010 |
|      42 |        2520 |       00:01:30 |      100.00% |       98.76% |       0.0004 |       0.0612 |          0.0010 |
|      43 |        2580 |       00:01:32 |      100.00% |       98.76% |       0.0001 |       0.0620 |          0.0010 |
|      44 |        2640 |       00:01:34 |      100.00% |       98.76% |       0.0001 |       0.0621 |          0.0010 |
|      45 |        2700 |       00:01:36 |      100.00% |       98.73% |   7.7670e-05 |       0.0626 |          0.0010 |
|      46 |        2760 |       00:01:38 |      100.00% |       98.78% |       0.0001 |       0.0634 |          0.0010 |
|      47 |        2820 |       00:01:40 |      100.00% |       98.75% |   7.7822e-05 |       0.0634 |          0.0010 |
|      48 |        2880 |       00:01:43 |      100.00% |       98.77% |   8.3612e-05 |       0.0633 |          0.0010 |
|      49 |        2940 |       00:01:45 |      100.00% |       98.77% |   4.8920e-05 |       0.0636 |          0.0010 |
|      50 |        3000 |       00:01:47 |      100.00% |       98.78% |       0.0001 |       0.0639 |          0.0010 |
|      51 |        3060 |       00:01:49 |      100.00% |       98.77% |   4.3797e-05 |       0.0640 |          0.0010 |
|      52 |        3120 |       00:01:51 |      100.00% |       98.79% |   3.6074e-05 |       0.0645 |          0.0010 |
|      53 |        3180 |       00:01:53 |      100.00% |       98.78% |   6.1452e-05 |       0.0650 |          0.0010 |
|      54 |        3240 |       00:01:56 |      100.00% |       98.80% |   8.0046e-05 |       0.0649 |          0.0010 |
|      55 |        3300 |       00:01:58 |      100.00% |       98.77% |   4.6845e-05 |       0.0650 |          0.0010 |
|      56 |        3360 |       00:02:00 |      100.00% |       98.78% |   3.7497e-05 |       0.0652 |          0.0010 |
|      57 |        3420 |       00:02:02 |      100.00% |       98.80% |   4.9980e-05 |       0.0653 |          0.0010 |
|      58 |        3480 |       00:02:04 |      100.00% |       98.79% |   3.4037e-05 |       0.0658 |          0.0010 |
|      59 |        3540 |       00:02:06 |      100.00% |       98.80% |   3.6054e-05 |       0.0656 |          0.0010 |
|      60 |        3600 |       00:02:09 |      100.00% |       98.79% |   1.9922e-05 |       0.0657 |          0.0010 |
|      61 |        3660 |       00:02:11 |      100.00% |       98.79% |   3.4826e-05 |       0.0665 |          0.0010 |
|      62 |        3720 |       00:02:13 |      100.00% |       98.78% |   4.0159e-05 |       0.0664 |          0.0010 |
|      63 |        3780 |       00:02:15 |      100.00% |       98.79% |   3.6724e-05 |       0.0664 |          0.0010 |
|      64 |        3840 |       00:02:17 |      100.00% |       98.78% |   2.7307e-05 |       0.0665 |          0.0010 |
|      65 |        3900 |       00:02:19 |      100.00% |       98.78% |   3.4097e-05 |       0.0668 |          0.0010 |
|      66 |        3960 |       00:02:21 |      100.00% |       98.78% |   3.2875e-05 |       0.0671 |          0.0010 |
|      67 |        4020 |       00:02:24 |      100.00% |       98.79% |   1.7173e-05 |       0.0672 |          0.0010 |
|      68 |        4080 |       00:02:26 |      100.00% |       98.78% |   2.5052e-05 |       0.0671 |          0.0010 |
|      69 |        4140 |       00:02:28 |      100.00% |       98.79% |   2.1017e-05 |       0.0675 |          0.0010 |
|      70 |        4200 |       00:02:30 |      100.00% |       98.77% |   1.6422e-05 |       0.0674 |          0.0010 |
|      71 |        4260 |       00:02:32 |      100.00% |       98.78% |   2.5100e-05 |       0.0676 |          0.0010 |
|      72 |        4320 |       00:02:34 |      100.00% |       98.79% |   4.1685e-05 |       0.0678 |          0.0010 |
|      73 |        4380 |       00:02:37 |      100.00% |       98.80% |   1.7212e-05 |       0.0681 |          0.0010 |
|      74 |        4440 |       00:02:39 |      100.00% |       98.78% |   1.7665e-05 |       0.0681 |          0.0010 |
|      75 |        4500 |       00:02:41 |      100.00% |       98.80% |   3.7469e-05 |       0.0687 |          0.0010 |
|      76 |        4560 |       00:02:43 |      100.00% |       98.79% |   1.3128e-05 |       0.0685 |          0.0010 |
|      77 |        4620 |       00:02:45 |      100.00% |       98.80% |   1.0809e-05 |       0.0691 |          0.0010 |
|      78 |        4680 |       00:02:47 |      100.00% |       98.79% |   1.4543e-05 |       0.0692 |          0.0010 |
|      79 |        4740 |       00:02:49 |      100.00% |       98.79% |   1.8644e-05 |       0.0694 |          0.0010 |
|      80 |        4800 |       00:02:52 |      100.00% |       98.79% |   1.6256e-05 |       0.0693 |          0.0010 |
|      81 |        4860 |       00:02:54 |      100.00% |       98.79% |   1.2448e-05 |       0.0696 |          0.0010 |
|      82 |        4920 |       00:02:56 |      100.00% |       98.77% |   1.9430e-05 |       0.0694 |          0.0010 |
|      83 |        4980 |       00:02:58 |      100.00% |       98.80% |   2.0282e-05 |       0.0701 |          0.0010 |
|      84 |        5040 |       00:03:00 |      100.00% |       98.77% |   1.1294e-05 |       0.0699 |          0.0010 |
|      85 |        5100 |       00:03:02 |      100.00% |       98.78% |   8.6428e-06 |       0.0700 |          0.0010 |
|      86 |        5160 |       00:03:05 |      100.00% |       98.79% |   2.2163e-05 |       0.0704 |          0.0010 |
|      87 |        5220 |       00:03:07 |      100.00% |       98.78% |   1.2575e-05 |       0.0703 |          0.0010 |
|      88 |        5280 |       00:03:09 |      100.00% |       98.79% |   7.6939e-06 |       0.0712 |          0.0010 |
|      89 |        5340 |       00:03:11 |      100.00% |       98.77% |   1.3003e-05 |       0.0708 |          0.0010 |
|      90 |        5400 |       00:03:13 |      100.00% |       98.79% |   1.0217e-05 |       0.0711 |          0.0010 |
|      91 |        5460 |       00:03:15 |      100.00% |       98.79% |   1.4053e-05 |       0.0714 |          0.0010 |
|      92 |        5520 |       00:03:18 |      100.00% |       98.78% |   1.0254e-05 |       0.0715 |          0.0010 |
|      93 |        5580 |       00:03:20 |      100.00% |       98.81% |   1.6997e-05 |       0.0721 |          0.0010 |
|      94 |        5640 |       00:03:22 |      100.00% |       98.79% |   1.4225e-05 |       0.0715 |          0.0010 |
|      95 |        5700 |       00:03:24 |      100.00% |       98.77% |   1.6779e-05 |       0.0719 |          0.0010 |
|      96 |        5760 |       00:03:26 |      100.00% |       98.79% |   1.0570e-05 |       0.0724 |          0.0010 |
|      97 |        5820 |       00:03:28 |      100.00% |       98.78% |   1.2601e-05 |       0.0722 |          0.0010 |
|      98 |        5880 |       00:03:30 |      100.00% |       98.78% |   6.4339e-06 |       0.0725 |          0.0010 |
|      99 |        5940 |       00:03:33 |      100.00% |       98.78% |   7.3375e-06 |       0.0729 |          0.0010 |
|     100 |        6000 |       00:03:35 |      100.00% |       98.78% |   5.7446e-06 |       0.0731 |          0.0010 |
|======================================================================================================================|

ans = 

    "--->Total time: 216.54"

    0.9878
